Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","317718"
"QCL","Crops and livestock products","192","Cuba","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","186386.98"
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","2914400"
"QCL","Crops and livestock products","192","Cuba","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","214420.14"
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","3448584"
"QCL","Crops and livestock products","192","Cuba","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","12569"
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","649653"
"QCL","Crops and livestock products","192","Cuba","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","12035.82"
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","631001"
"QCL","Crops and livestock products","192","Cuba","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t",""
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","21119.90","Other meat of mammals, fresh or chilled","2022","2022","An",""
"QCL","Crops and livestock products","192","Cuba","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2023","2023","t",""
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","21119.90","Other meat of mammals, fresh or chilled","2023","2023","An",""
"QCL","Crops and livestock products","192","Cuba","5510","Production","21521","Pig fat, rendered","2022","2022","t","10375.43"
"QCL","Crops and livestock products","192","Cuba","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","1033.02"
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","350000"
"QCL","Crops and livestock products","192","Cuba","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","1131.52"
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","317718"
"QCL","Crops and livestock products","192","Cuba","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","3519.32"
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","649653"
"QCL","Crops and livestock products","192","Cuba","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","3370.03"
"QCL","Crops and livestock products","192","Cuba","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","631001"
"QCL","Crops and livestock products","192","Cuba","5510","Production","02211","Raw milk of cattle","2022","2022","t","369600"
"QCL","Crops and livestock products","192","Cuba","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","328100"
"QCL","Crops and livestock products","192","Cuba","5510","Production","02211","Raw milk of cattle","2023","2023","t","399712.33"
"QCL","Crops and livestock products","192","Cuba","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","315067"
"QCL","Crops and livestock products","192","Cuba","5510","Production","02292","Raw milk of goats","2022","2022","t","2706"
"QCL","Crops and livestock products","192","Cuba","5318","Milk Animals","02292","Raw milk of goats","2022","2022","An","13502"
"QCL","Crops and livestock products","192","Cuba","5510","Production","02292","Raw milk of goats","2023","2023","t","3080.33"
"QCL","Crops and livestock products","192","Cuba","5318","Milk Animals","02292","Raw milk of goats","2023","2023","An","16208"
"QCL","Crops and livestock products","192","Cuba","5510","Production","22110.02","Skim milk of cows","2022","2022","t","3736.67"
"QCL","Crops and livestock products","192","Cuba","5510","Production","22211","Whole milk powder","2022","2022","t","4526.37"
"QCL","Crops and livestock products","192","Cuba","5510","Production","22222.01","Whole milk, condensed","2022","2022","t","200"
"QCL","Crops and livestock products","192","Cuba","5510","Production","22221.01","Whole milk, evaporated","2022","2022","t","100"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","5490"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","20840"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","5060"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","18940"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","27110"
"QCL","Crops and livestock products","196","Cyprus","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","13556"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","27680"
"QCL","Crops and livestock products","196","Cyprus","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","13842"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","0"
"QCL","Crops and livestock products","196","Cyprus","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","0"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","0"
"QCL","Crops and livestock products","196","Cyprus","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","0"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","2660"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","129730"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","2120"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","106820"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","40320"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","553470"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","37310"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","516390"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","2950"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","190190"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","2640"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","175000"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t","150"
"QCL","Crops and livestock products","196","Cyprus","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2022","2022","1000 An","24"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","21124","Meat of turkeys, fresh or chilled","2023","2023","t","90"
"QCL","Crops and livestock products","196","Cyprus","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 An","14"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","129730"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","106820"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","190190"
"QCL","Crops and livestock products","196","Cyprus","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","175000"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","02212","Raw milk of buffalo","2022","2022","t","0"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","02212","Raw milk of buffalo","2023","2023","t","0"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","02211","Raw milk of cattle","2022","2022","t","286750"
"QCL","Crops and livestock products","196","Cyprus","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","38220"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","02211","Raw milk of cattle","2023","2023","t","303910"
"QCL","Crops and livestock products","196","Cyprus","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","38660"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","02292","Raw milk of goats","2022","2022","t","35430"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","02292","Raw milk of goats","2023","2023","t","37280"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","02291","Raw milk of sheep","2022","2022","t","44050"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","02291","Raw milk of sheep","2023","2023","t","49620"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","22212","Skim milk and whey powder","2022","2022","t","0"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","22110.02","Skim milk of cows","2022","2022","t","30024.99"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","22211","Whole milk powder","2022","2022","t","0"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","22222.01","Whole milk, condensed","2022","2022","t","0"
"QCL","Crops and livestock products","196","Cyprus","5510","Production","22230.01","Yoghurt","2022","2022","t","12920"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2022","2022","An","26"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","70690"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","229800"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","72410"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","235320"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","161020"
"QCL","Crops and livestock products","203","Czechia","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","118316"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","159100"
"QCL","Crops and livestock products","203","Czechia","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","115119"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","230"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","25990"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","210"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","23310"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","216750"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","2331040"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","205550"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","2226690"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","2720"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","117920"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","2820"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","122300"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t","1740"
"QCL","Crops and livestock products","203","Czechia","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2022","2022","1000 An","169"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21124","Meat of turkeys, fresh or chilled","2023","2023","t","1720"
"QCL","Crops and livestock products","203","Czechia","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 An","173"
"QCL","Crops and livestock products","203","Czechia","5510","Production","21521","Pig fat, rendered","2022","2022","t","46499.44"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","25990"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","23310"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","117920"
"QCL","Crops and livestock products","203","Czechia","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","122300"
"QCL","Crops and livestock products","203","Czechia","5510","Production","02212","Raw milk of buffalo","2022","2022","t","0"
"QCL","Crops and livestock products","203","Czechia","5510","Production","02212","Raw milk of buffalo","2023","2023","t","0"
"QCL","Crops and livestock products","203","Czechia","5510","Production","02211","Raw milk of cattle","2022","2022","t","3339160"
"QCL","Crops and livestock products","203","Czechia","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","356650"
"QCL","Crops and livestock products","203","Czechia","5510","Production","02211","Raw milk of cattle","2023","2023","t","3475280"
"QCL","Crops and livestock products","203","Czechia","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","357660"
"QCL","Crops and livestock products","203","Czechia","5510","Production","02292","Raw milk of goats","2022","2022","t","550"
"QCL","Crops and livestock products","203","Czechia","5510","Production","02291","Raw milk of sheep","2022","2022","t","100"
"QCL","Crops and livestock products","203","Czechia","5510","Production","22212","Skim milk and whey powder","2022","2022","t","17260"
"QCL","Crops and livestock products","203","Czechia","5510","Production","22110.02","Skim milk of cows","2022","2022","t","766370.72"
"QCL","Crops and livestock products","203","Czechia","5510","Production","22211","Whole milk powder","2022","2022","t","10020"
"QCL","Crops and livestock products","203","Czechia","5510","Production","22222.01","Whole milk, condensed","2022","2022","t","9690"
"QCL","Crops and livestock products","203","Czechia","5510","Production","22221.01","Whole milk, evaporated","2022","2022","t","2595.36"
"QCL","Crops and livestock products","203","Czechia","5510","Production","22230.01","Yoghurt","2022","2022","t","89890"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","20579.65"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","137198"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","20640.33"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","137602"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","13864.91"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","12604"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","12392.99"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","11266"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","13514.43"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","6757"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","13535.12"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","6768"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","14108.23"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","940284"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","14055.16"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","936734"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","111036.59"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","2220728"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","111606.81"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","2232132"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","1014.44"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","67626"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","1021.38"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","68088"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","1912.45"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","940284"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","1905.26"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","936734"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","205.14"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","67626"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","206.55"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","68088"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","02211","Raw milk of cattle","2022","2022","t","83685.47"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","35940"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","02211","Raw milk of cattle","2023","2023","t","83980.34"
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","36054"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","23373.54"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","148726"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","25613.99"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","164922"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","10000"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","16832"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","10000"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","16912"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","18468.98"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","1611877"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","18276.68"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","1614648"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","28091.27"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","584553"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","27636.03"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","586943"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","2847.17"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","284398"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","2848.65"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","284878"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t","78180.9"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2023","2023","t","79250.95"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","3290.84"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","1611877"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","3256.57"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","1614648"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","822.52"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","284398"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","822.94"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","284878"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","02211","Raw milk of cattle","2022","2022","t","9398.13"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","10560"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","02211","Raw milk of cattle","2023","2023","t","9935.64"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","11205"
"QCL","Crops and livestock products","208","Denmark","5320","Producing Animals/Slaughtered","21118.01","Horse meat, fresh or chilled","2022","2022","An","400"
"QCL","Crops and livestock products","208","Denmark","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","119910"
"QCL","Crops and livestock products","208","Denmark","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","450570"
"QCL","Crops and livestock products","208","Denmark","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","118640"
"QCL","Crops and livestock products","208","Denmark","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","443850"
"QCL","Crops and livestock products","208","Denmark","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","151730"
"QCL","Crops and livestock products","208","Denmark","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","97802"
"QCL","Crops and livestock products","208","Denmark","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","159030"
"QCL","Crops and livestock products","208","Denmark","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","102739"
"QCL","Crops and livestock products","208","Denmark","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","140"
"QCL","Crops and livestock products","208","Denmark","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","46"
"QCL","Crops and livestock products","208","Denmark","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","140"
"QCL","Crops and livestock products","208","Denmark","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","48"
"QCL","Crops and livestock products","208","Denmark","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2022","2022","1000 An","4"
"QCL","Crops and livestock products","208","Denmark","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2023","2023","1000 An","3"
"QCL","Crops and livestock products","208","Denmark","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","0"
