Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value
"QCL","Crops and livestock products","504","Morocco","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","29150"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","2207995"
"QCL","Crops and livestock products","504","Morocco","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","620.78"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","12475"
"QCL","Crops and livestock products","504","Morocco","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","621.94"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","12499"
"QCL","Crops and livestock products","504","Morocco","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","161000"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","12821584"
"QCL","Crops and livestock products","504","Morocco","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","162250"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","12274417"
"QCL","Crops and livestock products","504","Morocco","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t","120000"
"QCL","Crops and livestock products","504","Morocco","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2022","2022","1000 An","23527"
"QCL","Crops and livestock products","504","Morocco","5510","Production","21124","Meat of turkeys, fresh or chilled","2023","2023","t","135000"
"QCL","Crops and livestock products","504","Morocco","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 An","24452"
"QCL","Crops and livestock products","504","Morocco","5510","Production","21521","Pig fat, rendered","2022","2022","t","30.19"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","6035.81"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","2356700"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","5924.03"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","2207995"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","22951.06"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","12821584"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","23129.26"
"QCL","Crops and livestock products","504","Morocco","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","12274417"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02211","Raw milk of cattle","2022","2022","t","2060000"
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","1696204"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02211","Raw milk of cattle","2023","2023","t","1957000"
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","1580186"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02292","Raw milk of goats","2022","2022","t","46213.86"
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02292","Raw milk of goats","2022","2022","An","1621595"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02292","Raw milk of goats","2023","2023","t","44325.45"
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02292","Raw milk of goats","2023","2023","An","1529342"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02291","Raw milk of sheep","2022","2022","t","36601.51"
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02291","Raw milk of sheep","2022","2022","An","1052067"
"QCL","Crops and livestock products","504","Morocco","5510","Production","02291","Raw milk of sheep","2023","2023","t","35570.18"
"QCL","Crops and livestock products","504","Morocco","5318","Milk Animals","02291","Raw milk of sheep","2023","2023","An","1010890"
"QCL","Crops and livestock products","504","Morocco","5510","Production","22110.02","Skim milk of cows","2022","2022","t","845703.28"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","20051"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","143221"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","21136"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","160790"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","146684"
"QCL","Crops and livestock products","508","Mozambique","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","86285"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","152784"
"QCL","Crops and livestock products","508","Mozambique","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","89873"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","3646.01"
"QCL","Crops and livestock products","508","Mozambique","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","2886"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","3737.42"
"QCL","Crops and livestock products","508","Mozambique","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","2965"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","3166"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","211067"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","3343"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","234942"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","209267.74"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","2079535"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","106798.69"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","1032759"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","559"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","37267"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","582"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","48036"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","21521","Pig fat, rendered","2022","2022","t","6203.98"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","633.2"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","211067"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","668.6"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","234942"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","134.16"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","37267"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","139.68"
"QCL","Crops and livestock products","508","Mozambique","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","48036"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","02211","Raw milk of cattle","2022","2022","t","2510.11"
"QCL","Crops and livestock products","508","Mozambique","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","2933"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","02211","Raw milk of cattle","2023","2023","t","2560"
"QCL","Crops and livestock products","508","Mozambique","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","3822"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","02292","Raw milk of goats","2022","2022","t","21278.84"
"QCL","Crops and livestock products","508","Mozambique","5318","Milk Animals","02292","Raw milk of goats","2022","2022","An","208701"
"QCL","Crops and livestock products","508","Mozambique","5510","Production","02292","Raw milk of goats","2023","2023","t","20452.21"
"QCL","Crops and livestock products","508","Mozambique","5318","Milk Animals","02292","Raw milk of goats","2023","2023","An","198211"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","28271.67"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2022","2022","An","204196"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21112","Meat of buffalo, fresh or chilled","2023","2023","t","28617.99"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2023","2023","An","185966"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","110000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","555361"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","110000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","555361"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","620000"
"QCL","Crops and livestock products","104","Myanmar","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","465066"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","620000"
"QCL","Crops and livestock products","104","Myanmar","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","465066"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","55000"
"QCL","Crops and livestock products","104","Myanmar","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","60328"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","55000"
"QCL","Crops and livestock products","104","Myanmar","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","60918"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21123","Meat of geese, fresh or chilled","2022","2022","t","7500"
"QCL","Crops and livestock products","104","Myanmar","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2022","2022","1000 An","5357"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21123","Meat of geese, fresh or chilled","2023","2023","t","7500"
"QCL","Crops and livestock products","104","Myanmar","5321","Producing Animals/Slaughtered","21123","Meat of geese, fresh or chilled","2023","2023","1000 An","5357"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","10000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","897951"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","10000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","897951"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","329046"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","4964847"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","330000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","4915662"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","2000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","333333"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","2000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","333333"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21124","Meat of turkeys, fresh or chilled","2022","2022","t",""
"QCL","Crops and livestock products","104","Myanmar","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2022","2022","1000 An",""
"QCL","Crops and livestock products","104","Myanmar","5510","Production","21124","Meat of turkeys, fresh or chilled","2023","2023","t",""
"QCL","Crops and livestock products","104","Myanmar","5321","Producing Animals/Slaughtered","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 An",""
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","2000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","897951"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","2000"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","897951"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","400"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","333333"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","400"
"QCL","Crops and livestock products","104","Myanmar","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","333333"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02212","Raw milk of buffalo","2022","2022","t","100000"
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02212","Raw milk of buffalo","2022","2022","An","200000"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02212","Raw milk of buffalo","2023","2023","t","100000"
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02212","Raw milk of buffalo","2023","2023","An","200000"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02211","Raw milk of cattle","2022","2022","t","800000"
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","1300000"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02211","Raw milk of cattle","2023","2023","t","800000"
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","1300000"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02292","Raw milk of goats","2022","2022","t","9773.06"
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02292","Raw milk of goats","2022","2022","An","524063"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02292","Raw milk of goats","2023","2023","t","9779.06"
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02292","Raw milk of goats","2023","2023","An","524356"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02291","Raw milk of sheep","2022","2022","t","2588.9"
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02291","Raw milk of sheep","2022","2022","An","116695"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","02291","Raw milk of sheep","2023","2023","t","2585.63"
"QCL","Crops and livestock products","104","Myanmar","5318","Milk Animals","02291","Raw milk of sheep","2023","2023","An","116417"
"QCL","Crops and livestock products","104","Myanmar","5510","Production","22110.02","Skim milk of cows","2022","2022","t","423060.25"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","27907"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","102001"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","41382.03"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","An","150382"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","12007.73"
"QCL","Crops and livestock products","516","Namibia","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","13799"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","12100.76"
"QCL","Crops and livestock products","516","Namibia","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","13850"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","4013.21"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","327442"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","3721.9"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","303349"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","6485.81"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","114951"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","6647.12"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","117639"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","11168.61"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","802004"
"QCL","Crops and livestock products","516","Namibia","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","8804.33"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","605184"
"QCL","Crops and livestock products","516","Namibia","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","678.42"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","327442"
"QCL","Crops and livestock products","516","Namibia","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","629.18"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","303349"
"QCL","Crops and livestock products","516","Namibia","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","1401.15"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","802004"
"QCL","Crops and livestock products","516","Namibia","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","1104.54"
"QCL","Crops and livestock products","516","Namibia","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","605184"
"QCL","Crops and livestock products","516","Namibia","5510","Production","02211","Raw milk of cattle","2022","2022","t","116229.25"
"QCL","Crops and livestock products","516","Namibia","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","260492"
"QCL","Crops and livestock products","516","Namibia","5510","Production","02211","Raw milk of cattle","2023","2023","t","128302.02"
"QCL","Crops and livestock products","516","Namibia","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","290805"
"QCL","Crops and livestock products","516","Namibia","5510","Production","22110.02","Skim milk of cows","2022","2022","t","11639.25"
"QCL","Crops and livestock products","520","Nauru","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","4.02"
"QCL","Crops and livestock products","520","Nauru","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","5"
"QCL","Crops and livestock products","520","Nauru","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","4.02"
"QCL","Crops and livestock products","520","Nauru","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","5"
"QCL","Crops and livestock products","520","Nauru","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","74.26"
"QCL","Crops and livestock products","520","Nauru","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","2475"
"QCL","Crops and livestock products","520","Nauru","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","74.35"
"QCL","Crops and livestock products","520","Nauru","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","2478"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","194090"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2022","2022","An","664167"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21112","Meat of buffalo, fresh or chilled","2023","2023","t","116503.45"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","21112","Meat of buffalo, fresh or chilled","2023","2023","An","397189"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","204923"
"QCL","Crops and livestock products","524","Nepal","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2022","2022","1000 An","267096"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21121","Meat of chickens, fresh or chilled","2023","2023","t","200657.66"
"QCL","Crops and livestock products","524","Nepal","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2023","2023","1000 An","261536"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","596"
"QCL","Crops and livestock products","524","Nepal","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2022","2022","1000 An","716"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21122","Meat of ducks, fresh or chilled","2023","2023","t","1355.44"
"QCL","Crops and livestock products","524","Nepal","5321","Producing Animals/Slaughtered","21122","Meat of ducks, fresh or chilled","2023","2023","1000 An","1629"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","74241"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2022","2022","An","7076667"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21116","Meat of goat, fresh or chilled","2023","2023","t","77161.84"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","21116","Meat of goat, fresh or chilled","2023","2023","An","7345173"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","36059"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","An","753351"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","32533.07"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","An","679002"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","2880"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2022","2022","An","290517"
"QCL","Crops and livestock products","524","Nepal","5510","Production","21115","Meat of sheep, fresh or chilled","2023","2023","t","1874.01"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","21115","Meat of sheep, fresh or chilled","2023","2023","An","189107"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","12324.01"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2022","2022","An","7076667"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02954","Raw hides and skins of goats or kids","2023","2023","t","12808.87"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","02954","Raw hides and skins of goats or kids","2023","2023","An","7345173"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","408.96"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2022","2022","An","290517"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02953","Raw hides and skins of sheep or lambs","2023","2023","t","266.11"
"QCL","Crops and livestock products","524","Nepal","5320","Producing Animals/Slaughtered","02953","Raw hides and skins of sheep or lambs","2023","2023","An","189107"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02212","Raw milk of buffalo","2022","2022","t","1464802"
"QCL","Crops and livestock products","524","Nepal","5318","Milk Animals","02212","Raw milk of buffalo","2022","2022","An","1666827"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02212","Raw milk of buffalo","2023","2023","t","1399797.09"
"QCL","Crops and livestock products","524","Nepal","5318","Milk Animals","02212","Raw milk of buffalo","2023","2023","An","851272"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02211","Raw milk of cattle","2022","2022","t","1101812"
"QCL","Crops and livestock products","524","Nepal","5318","Milk Animals","02211","Raw milk of cattle","2022","2022","An","1223061"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02211","Raw milk of cattle","2023","2023","t","1214046"
"QCL","Crops and livestock products","524","Nepal","5318","Milk Animals","02211","Raw milk of cattle","2023","2023","An","916579"
"QCL","Crops and livestock products","524","Nepal","5510","Production","02292","Raw milk of goats","2022","2022","t","141124.17"
